과목명,강의 내용,상세 URL
고수가 되는 파이썬 : 동시성과 병렬성 문법 배우기 Feat. 멀티스레딩 vs 멀티프로세싱 (Inflearn Original),"기술면접 대비를 위해 OS 지식을 기반으로 멀티 스레딩 및 멀티프로세싱, 병렬성, 병행성 등의 문법을 다루기 위한 과정입니다. 다수의 자원으로 실행 효율을 높이는 방법에 대한 기반 지식을 학습합니다.",https://www.inflearn.com/course/프로그래밍-파이썬-완성-인프런-오리지널?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
[C++과 언리얼로 만드는 MMORPG 게임 개발 시리즈] Part1: C++ 프로그래밍 입문,"시리즈를 원활하게 학습하기 위한 기초적인 C++ 문법들에 대해 학습합니다.
어셈블리 언어부터 시작해서 기본 C++ 문법, STL, C++11까지 핵심적인 내용을 압축해서 다루게 됩니다.",https://www.inflearn.com/course/언리얼-3d-mmorpg-1?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
"더 개발자, 인터뷰 가이드","네이버와 아마존을 거쳐 현재 Microsoft에서 시니어 소프트웨어 엔지니어가 직접 알려주는 개발자 인터뷰!!
이 강의는 ""코딩 인터뷰""가 아닌 ""개발자 인터뷰""에 초점을 맞췄습니다. 개발자를 채용할 때 또는 반대로 이직이나 구직을 하는 경우에 결코 ""코딩 인터뷰""만이 당락을 결정짓지 않습니다. 이 강의를 통해 어떻게 개발자를 채용하거나 이직 또는 구직을 준비해야 하는지 보다 자세히 학습하시기 바랍니다.",https://www.inflearn.com/course/개발자-인터뷰?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
[백문이불여일타] 데이터 분석을 위한 중급 SQL 문제풀이,"인프런 누적 수강생 10,000명 이상, 풍부한 온/오프라인 강의 경험을 가진 데이터리안의 SQL 중급 문제풀이 강의. 
SQL 중급 이론 내용을 연습해 볼 수 있는 여러 문제를 함께 풀어봅니다.",https://www.inflearn.com/course/sql-중급-문제풀이?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part7: MMO 컨텐츠 구현 (Unity + C# 서버 연동 기초),"Part 1~6에서 배운 핵심 내용들을 활용해
간단한 온라인 2D 로그라이크 게임을 만드는 강의입니다.",https://www.inflearn.com/course/유니티-mmorpg-개발-part7?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
반응형 웹사이트 포트폴리오(Architecture Agency),"HTML+CSS+JQUERY 퍼블리싱으로 반응형 웹사이트 전체 제작과정을 통해 퍼블리싱 중급 실력으로 가는 기본기를 단단히 하고 실전 퍼블리싱의 노하우를 갖게 됩니다. 특히, 웹사이트 전체 제작과정을 충분한 설명과 실전 작업으로 경험하고 개인 포트폴리오 웹사이트 제작에 자신감을 갖게 됩니다. (반응형 제작 방식은 기존 방식의 float와 position을 이용한 반응형 레이아웃 제작 방식입니다. 현재로서는 기존 웹사이트가 기존 방식으로 제작된 레이아웃이 대부분이기 때문에 Flex와 Grid도 학습해야 하지만 기존 방식 레이아웃을 반드시 학습하시고 잘 사용해야 합니다.)",https://www.inflearn.com/course/반응형-웹사이트-포트폴리오-웹퍼블리싱?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
HTML+CSS+JS 포트폴리오 실전 퍼블리싱(시즌1),"HTML+CSS+JQUERY 초중급 퍼블리싱으로 다양한 실전 예제 학습을 통해 퍼블리싱 중급 실력을 위한 퍼블리싱 기본기를 익히시게 됩니다. 특히, 다양한 실전 예제를 통해 충분한 설명과 실전 작업으로 경험하고 퍼블리싱에 자신감을 생깁니다. 41시간이 넘는 충분한 학습량을 제공하는 퍼블리싱 수업입니다. (코딩웍스 유튜브 퍼블리싱 채널에 CSS 중급이론 학습을 병행하시면 더욱 효과적입니다.)",https://www.inflearn.com/course/웹-퍼블리싱-이론-실전?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
[개념부터 실습까지] 추천 시스템 입문편,"인프런 누적 수강생 10,000명 이상, 풍부한 온/오프라인 강의 경험을 가진 데이터리안의 추천 시스템 입문 강의. 
추천 시스템의 기초 이론을 배우고, 영화 데이터 분석을 함께 실습해 봅니다.",https://www.inflearn.com/course/추천-시스템-입문편?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
스프링과 JPA 기반 웹 애플리케이션 개발,"이 강좌에서 여러분은 실제로 운영 중인 서비스를 스프링, JPA 그리고 타임리프를 비롯한 여러 자바 기반의 여러 오픈 소스 기술을 사용하여 웹 애플리케이션을 개발하는 과정을 학습할 수 있습니다. 이 강좌를 충분히 학습한다면 여러분 만의 웹 서비스를 만들거나 취직에 도움이 될만한 포트폴리오를 만들 수 있을 겁니다.",https://www.inflearn.com/course/스프링-JPA-웹앱?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
"프론트엔드 개발환경의 이해와 실습 (webpack, babel, eslint..)","이미 만들어 놓은 개발 환경을 이해할 수 있어요.
처음부터 직접 개발 환경을 만들 수 있어요.",https://www.inflearn.com/course/프론트엔드-개발환경?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
[백문이불여일타] 데이터 분석을 위한 중급 SQL,"인프런 누적 수강생 10,000명 이상, 풍부한 온/오프라인 강의 경험을 가진 데이터리안의 SQL 중급 강의. 
SQL 중급 이론을 배우고, 실습 문제를 함께 풀어봅니다.",https://www.inflearn.com/course/데이터-분석-중급-sql?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
우리를 위한 프로그래밍 : 파이썬 중급 (Inflearn Original),본 강의는 파이썬 기초를 배운 학습자가 파이썬을 실무에 활용할 수 있도록 수준 높은 문법을 배우는 데 중점을 두고 있습니다. 파이썬만의 차별점을 파악하고 빠르게 익힘으로써 중급 레벨의 프로그래밍에 익숙해질 수 있도록 합니다.,https://www.inflearn.com/course/프로그래밍-파이썬-중급-인프런-오리지널?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
[입문] 예민한 UX 디자인,"지난 20년간 UX 프로젝트를 수행한 경험을 바탕으로 저만의 노하우를 여러분께 전해드리고 싶었습니다. UX 개념부터, UX 원칙, UX 방법을 체계적으로 알려드리고자 합니다.  UX를 처음 접하는 분, UX에 대해 관심이 있는 분, UX 개념을 체계화하고자 하는 분, UX 실무에 대해 관심이 있는 분에게 적합한 수업입니다.",https://www.inflearn.com/course/예민한-UX-디자인?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
"더 자바, 애플리케이션을 테스트하는 다양한 방법",자바 프로그래밍 언어를 사용하고 있거나 공부하고 있는 학생 또는 개발자라면 반드시 알아야 하는 애플리케이션을 테스트하는 다양한 방법을 학습합니다.,https://www.inflearn.com/course/the-java-application-test?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
"더 자바, 코드를 조작하는 다양한 방법","여러분이 사용하고 있는 많은 자바 라이브러리와 프레임워크가 ""어떻게"" 이런 기능을 제공할 지 궁금한적 있으신가요? 이번 강좌를 통해 자바가 제공하는 다양한 코드 또는 객체를 조작하는 방법에 대해 학습하고 여러분의 자바 기술을 한 단계 업그레이드 하세요.",https://www.inflearn.com/course/the-java-code-manipulation?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
쉽고 재미있게 배우는 [CSS3 스타일부터 인터렉티브 웹제작까지] 부트캠프,"초등학생 코딩교육부터 시작하여 IT소프트웨어학과의 고등학생, 컴공과 대학생, 비전공자인 취준생을 대상으로 15년 넘게 코딩교육에 전념해온 현직 스타강사 영코디 킴쌤의 쉽고 재미있는 코딩강의를 이제 오프라인 뿐만 아니라 온라인에서도 만나실 수 있습니다. 
500여명이 넘는 프론트엔드, 백엔드, 풀스택, 웹 개발자를 배출해온 영코디 킴쌤과 함께라면 당신의 개발자 꿈도 곧 현실이 됩니다!",https://www.inflearn.com/course/css-인터렉티브웹-부트캠프?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
"시작하는 브랜드를 위한 2025 마케팅 트렌드, 고객 접점 마케팅",이제 '고객 접점 마케팅'의 시대입니다. 고객 접점 마케팅의 개념과 구체적인 실행 방법을 상세히 알려드립니다. 창업가라면 알아야 하는 '마케팅 불변의 법칙'과 디지털 마케팅 FAQ도 꾹꾹 눌러 담았습니다. 마케팅의 기초부터 최신 트렌드까지 모두 얻어가실 수 있습니다.,https://www.inflearn.com/course/2025-마케팅-트렌드-고객접점마케팅?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
시니어 면접관이 알려주는 개발자 취업과 이직 한방에 해결하기 [실전편],"기술 인터뷰를 대비하기 위한 서버 확장 전략과 대용량 데이터 처리 전략, 최종 면접에서 겪는 정답이 없는 질문과 최선의 답변을 하는 방법을 질문/답변을 통해 학습합니다.",https://www.inflearn.com/course/시니어-면접관-알려주는-취업-이직-실전?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
(2024년) 파이썬 알고리즘 트레이딩 파트3: 클라우드 거래 자동화,이 강의는 알고리즘 트레이딩을 로컬 컴퓨터와 클라우드 환경에서 자동화하는 과정을 다루며 실습을 중심으로 진행됩니다.,https://www.inflearn.com/course/파이썬-알고리즘-트레이딩-거래자동화-part3?attributionToken=ChI4NjE4NDM4MzQwNjcyMDc5MTAQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LLLx0RL38dESqfLREvPRhBKM8tEStPHREo_y0RL68dESrfLRErvy0RK-8tES
창업자라면 꼭 알아야 하는 마케팅 불변의 법칙,코어 근육은 눈에 보이지 않지만 우리 몸의 중추입니다. 이 강의는 비즈니스의 코어 근육이 되어드릴 마케팅의 근간을 전해드립니다.,https://www.inflearn.com/course/창업자-마케팅-법칙?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
C++로 만들면서 배우는 게임 개발과 알고리즘 with Windows API,Windows API와 C++를 이용해서 밑바닥부터 2D 게임 개발의 알고리즘과 원리를 중심으로 공부하는 게임 개발&알고리즘 강의입니다.,https://www.inflearn.com/course/cpp-게임개발-windowsapi?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
Godot Engine 마리오라이크 2D PC 게임 만들기,"고도 엔진 (Godot Engine) 으로 PC 플랫폼에서 동작하는 2D 어드벤처 게임을 직접 만들어 보는 강의입니다.
타일 매핑, 횡스크롤 캐릭터 조작, 게임플레이 스크립팅, 애니메이팅, 진행상황 저장, 씬 전환, 게임 빌드 및 배포에 대해 학습하실 수 있습니다.",https://www.inflearn.com/course/고도-마리오라이크-만들기?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
ChatGPT 활용 마스터 : AI 프롬프팅으로 완성하는 이력서와 면접,"이 강의에서는 OpenAI API를 활용해 실전에서 바로 적용할 수 있는 프롬트 엔지니어링 기술을 마스터할 수 있습니다. 여러분의 일상과 업무에서 효율성과 생산성을 동시에 향상시키는 방법을 배우고, 특히 원하는 회사에 맞춤형 이력서 및 자소서 작성, 그리고 모의 면접 준비를 자동화하여 면접에 자신감을 가질 수 있도록 지원합니다.",https://www.inflearn.com/course/chatgpt마스터-프롬프팅-이력서-면접-완성?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
미국 빅테크 29개의 실습으로 배우는 시스템 디자인 설계,미국 빅테크 시스템을 실제로 설계하는 시스템 디자인 과정입니다.,https://www.inflearn.com/course/미국-빅테크-시스템-디자인설계?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
토스 출신 디자이너와 함께 뽀개는 프로덕트 디자이너 포트폴리오,"문제 해결력이 드러나는 포트폴리오는 어떤 모양일까요? 힘들이지 않으면서 쉽고 빠르게 포트폴리오를 만들 수 있는 아이디어가 궁금하신가요? 영화님 포트폴리오, 수강생 사례 등 실제 사례를 통해 자세히 배울 수 있어요.",https://www.inflearn.com/course/문제해결력-포트폴리오?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
"BigQuery(SQL) 활용편(퍼널 분석, 리텐션 분석)","Google Analytics 4, Firebase 데이터의 형태의 앱 로그 분석을 진행합니다. 배열, 윈도우 함수, 퍼널, 리텐션, Google Sheets 등 실무에서 사용할 때 유용한 내용들을 담았습니다.",https://www.inflearn.com/course/bigquery-활용편?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
시스템엔지니어 교과서,"시스템 엔지니어링의 기초부터 보안 설정까지, 이 강의가 여러분을 그 길로 안내합니다.",https://www.inflearn.com/course/시스템-엔지니어-교과서?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
새싹부터 시작하는 Unity 게임 개발,"해당 강의를 통해서 수강생분들은 컴퓨터 이론의 기초와,
유니티 게임 개발의 필수 과정들을 배울 수 있습니다.",https://www.inflearn.com/course/새싹부터-시작하는-unity?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
Directx11을 이용한 게임 엔진 만들기,C++을 이용해 만든 게임엔진에 Directx11 라이브러리를 이용하여  게임엔진을 리팩토링 하는 과정입니다. 내부적 코드를 유추하는 방식으로 제작되었으며 이를 통해 유니티엔진의 내부 원리에 대해서 생각해 볼 수 있습니다.,https://www.inflearn.com/course/directx11-게임엔진-만들기?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
(2024년) 파이썬 알고리즘 트레이딩 파트2: Interactive Brokers API를 활용한 실시간 알고리즘 트레이딩,Python과 글로벌 점유율 1위인 Interactive Brokers API를 활용하여 주식 거래 자동화를 체계적으로 학습하실 수 있습니다.,https://www.inflearn.com/course/파이썬-알고리즘-트레이딩-api활용-part2?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
ASP.NET Core MVC +ASP.NET Core +REST API +.NET 8.0,"외국기업,대기업에서 주로 사용하는 ASP.NET Core를 다룹니다.",https://www.inflearn.com/course/aspnet-core-mvc-restapi?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
김영한의 실전 자바 - 중급 1편,실무에 필요한 자바의 다양한 중급 기능을 예제 코드로 깊이있게 학습합니다.,https://www.inflearn.com/course/김영한의-실전-자바-중급-1?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
처음하는 파이썬 백엔드 FastAPI 부트캠프 (FastAPI부터 비동기 SQLAlchemy까지) [풀스택 Part1-2],"최신 풀스택과 백엔드를 위해 쉽고 성능도 빠른 FastAPI, 쉽게 차근차근 백엔드 개념부터 FastAPI 핵심 문법과 비동기 데이터베이스 활용까지 깔끔한 자료와 프로젝트로 정리할 수 있는 강의입니다.",https://www.inflearn.com/course/파이썬-백엔드-fastapi-부트캠프?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
"PM, PO가 처음이라면 들어야할 실무의 모든것 [입문]","디자인, 비 개발 전공자, 제품 기획자 등 기존의 포지션에서 새롭게 PO, PM의 포지션으로 일을 시작하는 모든 분들을 위한 기초적인 노하우를 공유합니다.",https://www.inflearn.com/course/pm-po-실무?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
Unity 장르별 프로젝트 실전 게임 - 런 게임,Unity 장르별  실전  프로젝트 중 쿠키런 같은 런 게임의 기본 원리를 습득하여 Unity 게임을 제작할 수 있다.,https://www.inflearn.com/course/unity-프로젝트-런게임?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
따라하며 배우는 자바스크립트 A-Z,웹 개발의 기초가 되는 자바스크립트의 기초부터 중급까지 배울 수 있습니다.,https://www.inflearn.com/course/따라하며-배우는-자바스크립트?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
친절한 블렌더 - [LV.1] 기초 모델링,블렌더를 처음 시작하는 사람부터 기초를 탄탄하게 쌓고 더 배우고 싶은 분들까지! 기본 기능의 원리와 자주 하게 되는 실수를 친절하게 알려드릴게요. 저와 함께 재미있는 블렌더의 세상으로 빠져볼까요?,https://www.inflearn.com/course/친절한-블렌더-기초-모델링?attributionToken=ChM5MzQyMjQ5MTk5Mzg5NTIwNjQ5EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz68dESsvHREvPRhBKt8tES9_HRErTx0RKP8tESjPLREqny0RK78tESvvLREg
