과목명,강의 내용,상세 URL,이미지 URL
Next.js App router 기반 Chat GPT 만들기,"Nextjs 14 버전 App router 과 vercel 의 ai/sdk 를 활용하여
chat gpt와 같은 ai chatbot 서비스를 만들어봅니다.",https://www.inflearn.comhttps://www.inflearn.com/course/nextjs-app-router-chatgpt만들기?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/335034/cover/2c8619fa-2dbf-4b5b-9eb4-c3ad0eaf929d/335034.png?w=420
Copliot은 이제 그만! 2시간 만에 제대로 배우는 Cursor (with Next.js),"chatGPT, claude에 코드 붙여넣느라 그동안 고생 많으셨습니다.
이제 V0.dev, cursor IDE를 통해서 내가 원하는 요구사항을 AI와 빠르게 구현해 보세요.",https://www.inflearn.comhttps://www.inflearn.com/course/ai-활용한-서비스-만들기-next14?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/335006/cover/ab5514f9-3096-40ae-b209-29f609e4d801/335006.png?w=420
쉽고 재미있게 배우는 [CSS3 스타일부터 인터렉티브 웹제작까지] 부트캠프,"초등학생 코딩교육부터 시작하여 IT소프트웨어학과의 고등학생, 컴공과 대학생, 비전공자인 취준생을 대상으로 15년 넘게 코딩교육에 전념해온 현직 스타강사 영코디 킴쌤의 쉽고 재미있는 코딩강의를 이제 오프라인 뿐만 아니라 온라인에서도 만나실 수 있습니다. 
500여명이 넘는 프론트엔드, 백엔드, 풀스택, 웹 개발자를 배출해온 영코디 킴쌤과 함께라면 당신의 개발자 꿈도 곧 현실이 됩니다!",https://www.inflearn.comhttps://www.inflearn.com/course/css-인터렉티브웹-부트캠프?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/334857/cover/4ccc6c75-74aa-4aba-b3d9-8aabe36e9452/334857.jpg?w=420
iOS Clean Architecture & MVVM: RxSwift 완전 정복,"Clean Architecture와 MVVM 패턴을 실무에서 적용할 수 있도록 설명하며, RxSwift, Concurrency 등 필수 기술을 다룹니다.",https://www.inflearn.comhttps://www.inflearn.com/course/ios-clean-architecutre-rxswift?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/334672/cover/3b4496f2-3441-4a8c-ac5c-8a65bb347db9/334672.png?w=420
평범한 회사원도 단숨에 이해하는 필수 개발환경 가이드,"평범한 회사원도 쉽게 이해할 수 있는 개발환경 설정을 처음부터 배웁니다. 실습 중심으로 진행되며, 수강생들이 직접 Vim, VS Code, Git, Docker, 원격 개발 등 다양한 개발 도구를 익히는 데 초점을 맞추고 있습니다. 각 개발 도구의 기본 사용법부터 고급 기능까지 단계별로 학습하여, 효율적인 개발환경을 구축하는 방법을 습득할 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/필수-개발환경-가이드?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/334532/cover/6b311bd9-5bb1-4f25-96d4-a118c7511b81/334532.png?w=420
블렌더 지오메트리 노드 클래스 Part 2,무료 오픈 소스 프로그램 블렌더를 가장 강력하게 활용할 수 있는 프로시져럴 워크 플로우 툴셋 지오메트리 노드 클래스입니다. 블렌더의 차세대 UI 지오메트리 노드를 블렌더 최신 버전인 4.2버전을 통해 기초 개념부터 살펴봅니다.,https://www.inflearn.comhttps://www.inflearn.com/course/지오메트리-노드-part2?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/334900/cover/de51d01d-a6eb-4f6f-8c8b-2609a477fc31/334900.jpg?w=420
(2024년) 파이썬 알고리즘 트레이딩 파트3: 클라우드 거래 자동화,이 강의는 알고리즘 트레이딩을 로컬 컴퓨터와 클라우드 환경에서 자동화하는 과정을 다루며 실습을 중심으로 진행됩니다.,https://www.inflearn.comhttps://www.inflearn.com/course/파이썬-알고리즘-트레이딩-거래자동화-part3?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/333896/cover/fcdf265f-6b26-4bc5-8400-7bcc5f1ccce6/333896.JPG?w=420
클린업 JavaScript: 베이스 빌드업!,"생각을 다룹니다. 자바스크립트 핵심과 근본을 논리적으로 정리할 수 있습니다. 자바스크립트 경험, 생각을 스스로 정리할 수 있습니다. 자바스크립트 기술 논리를 정립할 수 있습니다. 자바스크립트 전체를 보는 시야를 넓힐 수 있습니다. 자바스크립트 기술 면접 문제에 대비할 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/클린업-자바스크립트-기술면접-예상문제?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/334871/cover/9eda6be0-ea9e-4c39-bd14-0d211ac95229/334871.png?w=420
말하기가 능력이 될 때,"말이 곧 경쟁력이 되는 시대! 당신은 일을 못하는 게 아니라, 말을 못하는 겁니다. 
대화의 기초부터 프레젠테이션 방법까지, 누구라도 ‘말잘러’가 될 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/말하기-능력?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/334797/cover/80af59c4-3e7c-48de-b217-2e9d91586d00/334797.jpg?w=420
ChatGPT 더 잘 사용하기_프롬프트 엔지니어링,"AI 활용을 위한 실전 필수 역량, 프롬프트 엔지니어링
올바르고 정확한 프롬프트를 통해 업무 생산성을 강화하고 비즈니스의 경쟁력을 강화할 수 있는 핵심 역량을 학습해 보세요.",https://www.inflearn.comhttps://www.inflearn.com/course/chatgpt-사용하기-프롬프트-엔지니어링?attributionToken=ChQxNDA1NTkwNTY0NjY2MjAxMDUzORANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREozy0RKp8tESj_LREvrx0RKt8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/334794/cover/9ea8ca91-3e14-4084-9538-18f85c4394f8/334794.jpg?w=420
치킨 + 맥주값으로 SpringAI를 사용해 AI서버 만들어보기 (With ChatGPT),SpringAI를 사용해 ChatGPT API를 간편하게 연동하고 프롬포트 앤지니어링을 통해 AI 서버를 개발하는 방법을 배웁니다!,https://www.inflearn.comhttps://www.inflearn.com/course/치킨-맥주값-springai-ai서버?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/334705/cover/cc79d95c-e777-44f6-b20d-6eb3c24b8b57/334705.png?w=420
주말에 끝내는 ITQ 엑셀 자격증,주말 이틀 활용해서 취득하는 ITQ 엑셀 국가공인자격증 핵심 요약 강의! 모의고사 4회분과 함수 특강 별도 제공!,https://www.inflearn.comhttps://www.inflearn.com/course/주말에-끝내는-itq-엑셀?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/334563/cover/2901da00-a7d1-4d19-8301-695de8893599/334563.png?w=420
e스포츠 길라잡이: 스트리밍편,"e스포츠 취업? 어떻게 하는 건데?
현업자들이 알려주는 e스포츠 취업 꿀팁!",https://www.inflearn.comhttps://www.inflearn.com/course/nongshim-esports-streaming?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/333655/cover/28e2c3ba-8c1f-446b-894f-97118877b808/333655.png?w=420
시스템엔지니어 교과서,"시스템 엔지니어링의 기초부터 보안 설정까지, 이 강의가 여러분을 그 길로 안내합니다.",https://www.inflearn.comhttps://www.inflearn.com/course/시스템-엔지니어-교과서?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/333436/cover/7d862eef-e2e7-49b4-a6af-f1df259cf430/333436.png?w=420
Directx11을 이용한 게임 엔진 만들기,C++을 이용해 만든 게임엔진에 Directx11 라이브러리를 이용하여  게임엔진을 리팩토링 하는 과정입니다. 내부적 코드를 유추하는 방식으로 제작되었으며 이를 통해 유니티엔진의 내부 원리에 대해서 생각해 볼 수 있습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/directx11-게임엔진-만들기?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/333808/cover/e5ff9722-1441-4eb4-b393-191249ae39d8/333808.png?w=420
(2024년) 파이썬 알고리즘 트레이딩 파트2: Interactive Brokers API를 활용한 실시간 알고리즘 트레이딩,Python과 글로벌 점유율 1위인 Interactive Brokers API를 활용하여 주식 거래 자동화를 체계적으로 학습하실 수 있습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/파이썬-알고리즘-트레이딩-api활용-part2?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/333368/cover/2729cd6d-9e1e-409f-98e0-f3b2f9168b47/333368.jpg?w=420
"B2B 프로덕트 문제 해결 사례, 디자인 가이드라인, Q&A 세션","B2B 프로덕트를 만들면서 이를 다루는 콘텐츠가 없어 답답하진 않으셨나요? B2B와 B2C의 프로덕트의 공통점과, 차이점을 영화님의 실제 커리어를 기반으로 알기 쉽게 설명해드려요.",https://www.inflearn.comhttps://www.inflearn.com/course/b2b-프로덕트-문제해결?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/333562/cover/bf3a48ad-728e-48f2-b091-1be19db96cdd/333562.png?w=420
React 완전 끝내기: useHoooooook,"넓고 깊으면서 자세하게 React의 state와 hook을 배울 수 있습니다.
React 공식 문서의 95% 이상을 다룹니다. 본 강좌로 React를 끝낼 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/react-완전-끝내기?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/333328/cover/0cf0921c-d78f-47c4-80fa-56a1b7f10bda/333328.png?w=420
CAN통신 기초와 자동차 전체 구조,CAN 통신에 대해 학문적인 개념보다는 실무에 필요한 개념에 대해 담았습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/can통신기초-자동차구조?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/332856/cover/8a68bad6-60d0-4260-b615-19a2228d7b4d/332856.png?w=420
[베스트셀러 저자 직강] 종결! 콘텐츠 마케팅-입문자부터 실무자까지,"23년 이상의 마케팅 경력을 가진 CMO가 직접 준비했습니다.
기존의 콘텐츠 마케팅 클래스와는 차원이 다른, 반드시 성공하는 콘텐츠 마케팅 클래스입니다.",https://www.inflearn.comhttps://www.inflearn.com/course/종결-콘텐츠-마케팅?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/332690/cover/0c062dbc-53b5-47b6-9dff-fb3c2916a0e1/332690.jpg?w=420
따라하며 배우는 자바스크립트 A-Z,웹 개발의 기초가 되는 자바스크립트의 기초부터 중급까지 배울 수 있습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/따라하며-배우는-자바스크립트?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/332113/cover/2e916cc7-0294-4db6-ae97-8acae5f1d512/332113-eng.png?w=420
손에 익는 Next.js - 공식 문서 훑어보기,공식 문서로 최신 Next.js를 배워봅니다. 문제 해결의 도구로써 Next.js가 필요한 이유를 이해하실 수 있어요!,https://www.inflearn.comhttps://www.inflearn.com/course/손에-익는-nextjs-part1?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/331990/cover/bf0ea9cb-8f5f-45d3-a4a9-9d3fb8fbfa4c/331990.png?w=420
장애 없는 서비스를 만들기 위한 Resilience4j - CircuitBreaker,장애 없는 서비스를 만들기 위한 CircuitBreaker를 도입하기 위한 방법에 대해 쉽고 빠르게 알려드립니다.,https://www.inflearn.comhttps://www.inflearn.com/course/장애없는-서비스-resilience4j-circuitbreaker?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/331673/cover/ca8f9190-62db-4e7e-80bf-df6ba3c203dc/331673-eng.png?w=420
비전공자의 전공자 따라잡기 - 자료구조(with JavaScript),알고리즘 공부의 필수 선수과목인 자료구조! 다양한 자료구조를 자바스크립트로 배워봅시다!,https://www.inflearn.comhttps://www.inflearn.com/course/비전공자-전공자-따라잡기-자료구조-javascript?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/331703/cover/98987719-e2ad-4c37-b735-6aefdc3f3f3c/331703-eng.png?w=420
일단 따라하면 생산성이 높아지는 RPA 활용 모음.zip,"이제 로봇과 함께 일하는 시대가 왔다? 앞으로 RPA 활용 능력은 엑셀만큼이나 직장인에게 꼭 필요한 역량으로 여겨질 수 있는데요. 단순 반복 업무는 RPA 로봇에 맡긴다면, 보다 생산적으로 업무에 몰입하실 수 있어요.",https://www.inflearn.comhttps://www.inflearn.com/course/생산성-높아지는-rpa-모음?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/331189/cover/491b33e4-b01b-490f-a8ce-a67dd87406b2/rpa1.png?w=420
직장인을 위한 가장 현실적인 재테크,"수 억, 수십 억 벌게 해준다는 사기에 가까운 뜬구름 잡는 내용이 아닙니다. 직장 생활의 각 직급 (연차) 별로 실제로 도움이 되는 가장 현실적인 재테크 방법을 공유해 드릴게요!",https://www.inflearn.comhttps://www.inflearn.com/course/직장인을-위한-가장-현실적인-재테크?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/331326/cover/893a7914-5bb6-44dd-8740-8bc317ce68bd/331326-eng.png?w=420
"[Bloc 응용] 실전 앱 만들기 (책 리뷰 앱) : SNS 로그인, Firebase 적용, Bloc 상태 관리, GoRouter","단순 클론코딩이 아닌, 실전 앱을 만들어보며 플러터 상태관리 Bloc을 훈련하는 것이 목적인 강의입니다.",https://www.inflearn.comhttps://www.inflearn.com/course/bloc-책리뷰앱-만들기-중급?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/331082/cover/b9481892-2741-429c-bde0-45dcee5bf8d2/thumbnail.png?w=420
처음하는 플러터(Flutter) 기초부터 실전까지 [풀스택 Part4] (쉽고 견고하게 단계별로 다양한 프로젝트까지),"본 강의는 dart 프로그래밍 기초부터 Flutter 기본 및 중급 기능, 심지어 백엔드인 Firebase를 연동하여, 실제 프로젝트까지! Flutter를 단계별로 익힐 수 있는 완성도 높은 강의입니다.",https://www.inflearn.comhttps://www.inflearn.com/course/풀스택-플러터-부트캠프?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/331245/cover/1f8c5bb8-8aad-4542-b3bc-977cda51c846/331245.png?w=420
"태블로 지도 시각화, 기초부터 고급까지","태블로 지도, 모든 것을 담았고, 넘치도록 퍼줍니다.",https://www.inflearn.comhttps://www.inflearn.com/course/태블로-지도-시각화-기초부터-고급까지?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/330816/cover/8130d4c7-fe8f-4abd-96fb-e617aa0e8a8d/330816-eng.png?w=420
카프카 완벽 가이드 - ksqlDB,본 강의는 ksqlDB의 활용과 핵심 메커니즘을 다양한 실습을 통해 익힐 수 있게 구성되어 있습니다. 강의를 마치고 나면 여러분은 Kafka(카프카) 기반의 실시간 Streaming 데이터 분석 시스템을 쉽고 빠르게 구축하실 수 있게 됩니다.,https://www.inflearn.comhttps://www.inflearn.com/course/카프카-완벽가이드-ksqldb1?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/330846/cover/e8a65881-38ef-4a09-852c-34f33674f45d/330846-eng.png?w=420
"문법 공부 다음엔, 자바스크립트 프로젝트 101",🚀 자바스크립트 문법 공부를 막 끝낸 코린이들에게 적합한 미니 프로젝트 실습 강의입니다. 자바스크립트 기초 문법과 리액트나 뷰 등의 프레임워크 사이에 꽉 막힌 구간을 시원하게 뚫어드립니다. ✨,https://www.inflearn.comhttps://www.inflearn.com/course/자바스크립트-프로젝트-101?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/330354/cover/9822275a-df06-484a-a1a2-5dbdc3a08207/inflearn.jpg?w=420
윤재성의 자바 기반 안드로이드 앱개발 Part 3 - 데이터관리와 네트워크,본 강의는 총 4개의 파트로 구성되어 있는 자바 안드로이드 앱 개발 과정입니다. 세 번째 강의에서는 안드로이드 앱에서 데이터 관리와 네트워크에 대해 살펴봅니다.,https://www.inflearn.comhttps://www.inflearn.com/course/안드로이드-자바-앱개발-3?attributionToken=ChQxNTgzODg3NzY1MTQ3NjUxMDExOBANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADosrfLREvrx0RK08dESu_LREvfx0RKy8dESj_LREozy0RKp8tESvvLREvPRhBI,https://cdn.inflearn.com/public/courses/330053/cover/31573a3c-43e9-4964-9e37-90572e92ba5d/330053-eng.png?w=420
